({{integer 1 10010}}, {{integer 1 10003}}, {{integer 1 233}}, {{float 1000 5000 2}}),
(2315, 8566, 220, 4709.46),
(9893, 2470, 118, 4347.56),
(1752, 7623, 172, 1927.96),
(2105, 6158, 141, 3867.44),
(2999, 1134, 73, 2152.03),
(865, 8638, 94, 4336.30),
(490, 8331, 191, 3802.86),
(9916, 3643, 137, 4248.30),
(4566, 2908, 18, 3679.75),
(9228, 3373, 45, 1282.23),
(8312, 439, 50, 2570.82),
(8707, 3477, 87, 4007.11),
(5946, 5281, 31, 3966.80),
(577, 81, 141, 3252.97),
(234, 2199, 96, 2211.13),
(428, 4103, 50, 3512.49),
(5009, 4780, 7, 1544.32),
(9883, 8364, 23, 1833.61),
(8543, 3660, 205, 1855.54),
(6750, 9873, 202, 3604.40),
(6072, 1737, 112, 3322.90),
(5605, 2820, 206, 3459.71),
(235, 3009, 29, 4917.94),
(8869, 5216, 136, 4493.51),
(9115, 5731, 39, 4411.24),
(63, 2813, 22, 2612.88),
(4180, 1075, 191, 1780.27),
(1634, 2496, 185, 4610.87),
(4259, 7162, 15, 4340.31),
(5475, 2057, 122, 4675.23),
(5944, 5780, 121, 1620.79),
(699, 5081, 208, 2703.89),
(8923, 4625, 124, 3691.75),
(8152, 249, 203, 1918.44),
(4977, 294, 49, 1686.20),
(9586, 5459, 169, 2375.42),
(8560, 8066, 155, 2420.46),
(3464, 635, 196, 2770.52),
(6171, 1790, 176, 3609.95),
(5060, 8793, 107, 3298.13),
(2210, 4758, 158, 4603.25),
(331, 8073, 147, 2288.59),
(15, 9455, 158, 2290.83),
(1596, 3293, 210, 4387.70),
(9850, 3643, 155, 3282.77),
(736, 9622, 16, 2409.14),
(3780, 3413, 67, 4352.88),
(3738, 9374, 131, 2798.36),
(7467, 7314, 196, 2927.11),
(771, 3451, 28, 2716.74),
(4776, 8867, 138, 2817.34),
(8464, 5760, 1, 1327.81),
(4175, 7372, 137, 3965.29),
(3166, 917, 123, 3589.58),
(8214, 1730, 82, 1318.31),
(5202, 4121, 195, 1628.27),
(6765, 9979, 143, 3380.20),
(1772, 7930, 28, 2184.67),
(1508, 9640, 41, 4562.07),
(3988, 8644, 211, 2195.49),
(3720, 8086, 150, 2893.95),
(6539, 7315, 72, 2679.42),
(4242, 5371, 214, 1686.40),
(4294, 6499, 46, 3069.69),
(6756, 9390, 119, 1316.78),
(6422, 3835, 212, 3618.38),
(84, 6903, 107, 4536.72),
(1551, 8392, 122, 1720.83),
(5513, 2462, 179, 1701.26),
(6101, 3024, 20, 1643.00),
(8535, 6546, 167, 1883.72),
(446, 2700, 111, 1748.52),
(9617, 5561, 152, 3732.93),
(32, 1908, 87, 2536.36),
(1637, 886, 118, 4474.52),
(3713, 9185, 207, 2191.26),
(5101, 6634, 110, 3759.35),
(2965, 5153, 142, 4968.90),
(7081, 4174, 181, 2443.68),
(7180, 3351, 110, 1549.40),
(7537, 3016, 160, 2163.44),
(3144, 9869, 113, 1554.55),
(8041, 9866, 150, 4280.62),
(1256, 6641, 35, 1242.21),
(4617, 7781, 170, 3513.33),
(545, 2735, 227, 4862.26),
(4475, 3357, 48, 1771.63),
(2938, 5765, 118, 3536.55),
(7757, 5453, 217, 4285.80),
(9734, 9140, 189, 3320.66),
(954, 8812, 95, 2229.11),
(1056, 3149, 213, 1677.48),
(3385, 5661, 225, 4130.32),
(5635, 9107, 172, 4942.06),
(6617, 9177, 103, 2556.57),
(9950, 7384, 84, 3280.96),
(6686, 6848, 125, 4768.68),
(2533, 9294, 105, 4665.74),
(8103, 9896, 8, 2707.98),
(1814, 4366, 14, 4797.70),
(7895, 3994, 11, 1379.94),
(4728, 8188, 223, 4560.83),
(761, 3971, 143, 3809.27),
(3195, 93, 196, 3045.48),
(354, 6674, 4, 3480.31),
(2510, 9934, 202, 3183.72),
(8354, 7482, 70, 2296.81),
(2079, 8122, 186, 1406.30),
(2819, 6009, 74, 2266.38),
(4304, 5904, 20, 1791.98),
(7181, 8617, 154, 2782.37),
(1254, 6336, 105, 1088.19),
(8154, 979, 15, 4586.82),
(9950, 1462, 149, 2810.81),
(500, 1754, 178, 4110.93),
(7236, 2017, 107, 3494.83),
(4025, 7887, 68, 2818.82),
(5982, 8328, 66, 2911.45),
(2816, 762, 175, 1892.52),
(2115, 5479, 232, 1941.11),
(3498, 1223, 183, 2927.79),
(47, 7629, 44, 1284.22),
(546, 2770, 217, 3291.63),
(9847, 7652, 27, 2869.23),
(4174, 542, 210, 3328.39),
(4509, 5791, 183, 1068.06),
(2753, 7099, 160, 4438.57),
(2683, 6406, 87, 3454.44),
(2973, 6715, 191, 1908.36),
(3428, 3110, 211, 1665.59),
(6423, 2493, 82, 1610.00),
(334, 9621, 51, 4879.50),
(9324, 8298, 72, 2130.01),
(4496, 8465, 95, 2156.79),
(3880, 8054, 22, 4333.16),
(5019, 906, 23, 2450.12),
(3482, 1771, 92, 4898.52),
(6102, 110, 26, 2034.69),
(7084, 4742, 228, 1264.44),
(5577, 2872, 183, 2525.98),
(4988, 4274, 167, 1196.04),
(6169, 5198, 153, 3093.73),
(6539, 2687, 17, 4040.58),
(7524, 7783, 150, 4893.35),
(5622, 6215, 35, 4003.33),
(1912, 4010, 89, 2881.93),
(3482, 7690, 102, 3477.45),
(5898, 2936, 205, 2527.69),
(2664, 6235, 119, 1940.01),
(1, 108, 215, 2127.20),
(4329, 6039, 227, 4566.42),
(1301, 8350, 27, 1625.51),
(5303, 1466, 62, 4155.33),
(2045, 1647, 33, 2706.55),
(6997, 7433, 20, 1828.39),
(5873, 7735, 61, 3189.48),
(720, 7124, 8, 2415.03),
(7791, 814, 178, 3667.53),
(3289, 1992, 42, 4314.98),
(794, 2113, 181, 2237.29),
(914, 9417, 8, 3193.92),
(4707, 4757, 41, 2351.56),
(704, 8798, 143, 2816.51),
(1755, 5465, 13, 4143.88),
(6636, 3396, 214, 2345.91),
(8913, 1982, 47, 1539.36),
(1868, 2534, 166, 1190.59),
(2962, 6326, 221, 4783.51),
(2422, 9212, 147, 1353.50),
(2108, 584, 59, 3791.08),
(6224, 9367, 143, 3467.70),
(4084, 4826, 150, 1871.75),
(4463, 810, 222, 3807.23),
(4555, 8709, 65, 2877.23),
(1314, 3278, 230, 1827.01),
(9352, 7319, 199, 1621.06),
(3516, 4880, 220, 3326.04),
(8334, 6576, 193, 3582.92),
(9815, 1633, 51, 2151.30),
(6645, 4902, 208, 2102.85),
(1476, 2694, 228, 1206.99),
(861, 6160, 8, 2003.45),
(1494, 592, 7, 2826.05),
(4752, 2969, 138, 2840.25),
(1021, 439, 37, 2028.51),
(7217, 3279, 66, 3285.01),
(6725, 5324, 185, 2742.99),
(9614, 2524, 53, 1096.81),
(3739, 7166, 120, 1943.96),
(6446, 1103, 120, 2947.50),
(7676, 4324, 179, 1010.74),
(1587, 3629, 84, 2981.20),
(378, 7066, 31, 1976.64),
(1118, 8229, 177, 3568.68),
(2756, 3150, 6, 2910.36),
(6104, 2293, 102, 3457.95),
(9765, 9449, 120, 4573.50),
(3106, 295, 145, 2464.72),
(5453, 9221, 20, 4006.05),
(4398, 7212, 43, 1487.43),
(9666, 9393, 56, 1826.57),
(6145, 5899, 193, 2544.93),
(8513, 5883, 113, 4047.57),
(82, 6820, 27, 4130.32),
(3308, 1419, 140, 1301.18),
(361, 9427, 12, 3533.68),
(1480, 5112, 10, 4542.56),
(4266, 5821, 201, 3083.66),
(6456, 2284, 65, 3014.41),
(9127, 8258, 56, 4967.32),
(4710, 2428, 123, 1923.93),
(193, 3213, 70, 1314.09),
(196, 836, 187, 4918.45),
(4342, 970, 69, 1634.21),
(920, 2060, 103, 1129.25),
(4348, 6974, 8, 1117.88),
(4480, 9795, 35, 4902.78),
(3546, 3626, 76, 1754.89),
(1519, 8496, 27, 3039.14),
(5054, 1689, 175, 2713.19),
(2514, 7106, 182, 1346.34),
(7478, 455, 174, 3731.12),
(2761, 1415, 34, 3986.46),
(3813, 5035, 75, 4228.17),
(2602, 9264, 138, 2733.05),
(9853, 2246, 160, 2606.66),
(5195, 7595, 181, 2435.47),
(2942, 8918, 157, 2564.02),
(8673, 5157, 34, 3740.11),
(1745, 9278, 100, 1843.05),
(8321, 6553, 98, 4109.18),
(2076, 4721, 231, 2581.32),
(148, 2942, 112, 1158.26),
(8526, 7496, 37, 2600.52),
(6142, 1228, 184, 3183.58),
(9398, 9580, 232, 2079.02),
(1914, 2752, 139, 1383.29),
(7052, 5330, 113, 3915.09),
(8338, 4896, 92, 2384.80),
(3138, 7980, 220, 3507.38),
(8925, 7203, 50, 2510.05),
(1026, 3532, 109, 3853.75),
(3570, 9159, 160, 1676.44),
(903, 2415, 171, 4359.16),
(4059, 6255, 45, 2875.59),
(9475, 9061, 192, 2699.46),
(2138, 3802, 33, 2413.95),
(1516, 6011, 209, 1482.27),
(3132, 2490, 55, 3253.93),
(5297, 2801, 145, 4665.98),
(9885, 6032, 157, 4531.52),
(1325, 5761, 179, 4372.99),
(530, 7014, 40, 3589.16),
(9148, 7249, 226, 2140.68),
(294, 5832, 178, 4075.11),
(9971, 3176, 167, 1953.04),
(3257, 5834, 122, 2888.59),
(5277, 4885, 203, 2974.83),
(1567, 6705, 106, 2080.77),
(3298, 7449, 119, 3103.65),
(9432, 1955, 92, 2982.01),
(6321, 447, 38, 3824.09),
(8590, 4204, 69, 3392.91),
(6119, 162, 205, 1795.71),
(5102, 4323, 69, 1832.76),
(5824, 1020, 215, 4662.27),
(734, 2553, 226, 1808.38),
(801, 9746, 72, 1767.65),
(6533, 1955, 21, 1261.36),
(5061, 7696, 109, 1206.77),
(1526, 972, 211, 4652.91),
(3545, 4638, 159, 4872.00),
(2680, 4089, 17, 3599.95),
(8211, 5372, 198, 2321.54),
(4928, 5062, 121, 4590.95),
(6838, 5898, 93, 4690.81),
(4551, 5511, 145, 1017.34),
(3631, 9655, 34, 3865.48),
(643, 7113, 5, 2387.34),
(5889, 8633, 145, 3090.29),
(6073, 2863, 41, 1972.99),
(3849, 1962, 209, 3486.66),
(6476, 1597, 210, 2591.82),
(5834, 1349, 94, 3133.05),
(4139, 360, 123, 1049.09),
(7191, 1117, 129, 3962.69),
(1320, 3512, 111, 2177.90),
(296, 5267, 8, 3891.95),
(4557, 1196, 73, 2084.07),
(3971, 9631, 131, 2443.30),
(1508, 3784, 232, 3615.05),
(1090, 182, 186, 1036.89),
(1448, 1761, 115, 1067.47),
(6455, 3287, 160, 1944.33),
(315, 7061, 184, 3661.42),
(8430, 486, 78, 1148.59),
(5620, 4433, 128, 3707.90),
(3575, 7698, 129, 3022.60),
(3172, 6930, 78, 2489.18),
(6865, 7118, 218, 4963.73),
(1899, 77, 208, 2032.94),
(8221, 2134, 21, 3255.87),
(4029, 6121, 85, 1766.45),
(571, 9695, 133, 1817.50),
(1902, 7716, 219, 4302.65),
(6472, 8275, 57, 1791.65),
(9402, 563, 2, 1989.38),
(1202, 9545, 29, 3898.93),
(4535, 802, 90, 3978.17),
(5928, 3761, 1, 4998.21),
(4484, 9403, 80, 1699.60),
(2866, 4327, 195, 4858.52),
(6287, 2598, 14, 1502.57),
(3848, 8633, 32, 3864.25),
(8977, 7481, 47, 3193.00),
(4291, 7770, 83, 1710.10),
(5116, 8611, 21, 4299.00),
(9892, 1884, 182, 4245.75),
(312, 6594, 169, 2381.90),
(2730, 1772, 125, 4469.27),
(948, 3904, 137, 2991.77),
(5844, 8187, 170, 3393.12),
(2991, 1059, 205, 1395.34),
(8521, 7248, 129, 4444.04),
(3338, 3005, 2, 2308.95),
(478, 3883, 92, 1274.78),
(1954, 7081, 186, 2273.56),
(3408, 6926, 118, 3881.60),
(7903, 4759, 11, 4130.04),
(6258, 8083, 3, 1364.23),
(9899, 6468, 158, 4587.98),
(407, 6000, 31, 2003.05),
(2370, 7530, 83, 1185.63),
(4079, 803, 190, 1219.19),
(3747, 2028, 149, 2077.41),
(3589, 7383, 114, 3989.53),
(2387, 6037, 89, 2743.76),
(4203, 9099, 54, 2571.27),
(7719, 8037, 28, 4659.60),
(1621, 2283, 14, 2084.24),
(7929, 1924, 49, 2783.32),
(5579, 1403, 54, 4719.63),
(8850, 4730, 13, 2110.88),
(1646, 744, 34, 4001.25),
(3479, 2186, 91, 3585.94),
(1010, 3523, 52, 1336.37),
(6016, 1723, 70, 3866.33),
(9185, 27, 186, 2655.95),
(9246, 7762, 137, 2691.98),
(9858, 9583, 149, 4315.90),
(2024, 1669, 136, 1947.89),
(8516, 3137, 120, 2359.97),
(1410, 30, 7, 2792.41),
(1873, 2303, 210, 1399.98),
(4694, 6559, 145, 2172.87),
(7308, 5652, 114, 2955.55),
(9637, 8832, 87, 1785.25),
(5876, 7467, 180, 4418.60),
(7757, 1540, 172, 3102.60),
(3827, 2378, 28, 2991.80),
(8061, 9777, 182, 2324.87),
(3318, 1299, 68, 3782.87),
(6109, 6493, 205, 4894.22),
(5881, 2104, 56, 4787.94),
(843, 2177, 102, 1209.18),
(2672, 938, 163, 3568.00),
(2960, 5773, 198, 4161.03),
(9110, 2089, 89, 3136.47),
(7269, 4665, 120, 2068.55),
(7076, 1536, 103, 1852.85),
(5418, 6750, 97, 2947.50),
(8265, 6682, 134, 3598.09),
(7160, 3187, 148, 4901.60),
(2379, 4665, 180, 2136.10),
(4978, 6955, 90, 1086.36),
(9078, 6698, 156, 3041.58),
(4353, 9218, 130, 2456.51),
(7159, 9718, 230, 1681.57),
(241, 5792, 4, 4691.18),
(3220, 9191, 126, 2589.52),
(7245, 2904, 139, 2596.18),
(7224, 4377, 111, 3313.44),
(9695, 5878, 103, 1857.12),
(891, 9310, 38, 3922.53),
(8, 7737, 86, 1974.57),
(8725, 6786, 197, 2127.50),
(8332, 6318, 230, 3728.03),
(1575, 2258, 183, 3081.03),
(881, 7394, 16, 4162.63),
(624, 5320, 70, 1878.16),
(9713, 4235, 53, 1112.83),
(3433, 5136, 159, 2385.31),
(8206, 8367, 129, 2522.35),
(5376, 7917, 147, 4331.12),
(7003, 9136, 62, 3371.63),
(282, 7004, 72, 2871.65),
(9954, 6593, 51, 3963.76),
(7218, 1494, 34, 2036.12),
(1929, 8681, 173, 4479.94),
(9420, 1842, 46, 4871.60),
(4295, 9369, 112, 4101.67),
(506, 5521, 102, 2842.18),
(8125, 6074, 167, 2874.76),
(8421, 5652, 115, 3990.32),
(3220, 4411, 23, 2803.32),
(6185, 5817, 106, 1570.52),
(6700, 7851, 197, 4131.59),
(7807, 6363, 60, 1925.33),
(5555, 6528, 46, 1783.57),
(1768, 9982, 187, 4762.49),
(7371, 6726, 21, 3656.20),
(4453, 6949, 40, 3288.05),
(4776, 5776, 142, 2754.98),
(1996, 3526, 46, 3812.13),
(722, 5569, 37, 1395.44),
(9557, 2130, 25, 2051.43),
(4664, 7488, 100, 2169.12),
(6547, 3421, 114, 2888.79),
(4013, 2154, 46, 4833.07),
(2483, 9118, 49, 3692.80),
(5189, 5470, 69, 4205.99),
(5209, 4538, 146, 2982.48),
(446, 1958, 60, 2952.06),
(7109, 1846, 86, 1766.31),
(1941, 8103, 156, 3114.39),
(9369, 9886, 203, 2772.98),
(5616, 4821, 136, 3833.20),
(2090, 6521, 152, 1437.26),
(9145, 3159, 158, 2891.58),
(9431, 3519, 168, 2367.53),
(6756, 5237, 176, 4090.10),
(7891, 7093, 41, 2086.70),
(1369, 8883, 34, 1784.13),
(7929, 891, 183, 4117.83),
(3851, 9706, 119, 4847.28),
(503, 5321, 160, 3785.50),
(7553, 5546, 40, 4880.49),
(8149, 5232, 101, 4721.68),
(4632, 6810, 48, 3387.13),
(9575, 6930, 135, 2808.59),
(1743, 9352, 213, 4676.26),
(632, 1431, 162, 1069.54),
(6506, 9033, 52, 4834.14),
(7592, 6934, 30, 3460.42),
(512, 990, 63, 3705.27),
(2753, 6667, 7, 2548.25),
(2726, 9298, 90, 1959.83),
(9169, 1697, 84, 1655.56),
(7481, 4225, 186, 3966.89),
(8750, 331, 57, 3803.33),
(7935, 8436, 215, 1386.18),
(5701, 5979, 41, 3094.44),
(6928, 7254, 90, 2976.91),
(5061, 9856, 89, 4387.34),
(2703, 3041, 99, 4372.41),
(1994, 1458, 98, 3423.07),
(2904, 3341, 183, 4799.70),
(3580, 9476, 91, 4128.05),
(4658, 1370, 28, 2976.43),
(4189, 8421, 2, 4491.10),
(7821, 3291, 88, 1216.75),
(9512, 8053, 9, 1029.78),
(768, 8199, 171, 2287.13),
(2990, 5647, 126, 2316.25),
(437, 1947, 8, 2678.41),
(9655, 4920, 106, 4994.01),
(9683, 1387, 231, 4389.18),
(9374, 8852, 47, 1483.88),
(8623, 7698, 165, 3571.73),
(3762, 396, 97, 2628.24),
(6265, 8601, 181, 2887.73),
(6009, 3487, 151, 2564.60),
(5339, 7561, 46, 2491.46),
(1017, 6487, 127, 3294.68),
(2660, 2309, 15, 1137.81),
(4284, 5593, 129, 3034.57),
(2301, 9480, 229, 1592.08),
(3276, 1535, 199, 4595.49),
(9944, 4555, 185, 3184.38),
(4881, 9125, 136, 4197.81),
(7702, 477, 115, 2544.63),
(1943, 3433, 227, 1768.06),
(9259, 2062, 4, 4296.28),
(6086, 1131, 20, 2997.73),
(2911, 2919, 171, 4351.91),
(5571, 4565, 145, 1806.19),
(3130, 6443, 74, 1311.38),
(6811, 3072, 37, 3105.40),
(4317, 962, 154, 3629.05),
(2137, 4494, 15, 1643.02),
(6729, 6628, 34, 4516.10),
(8267, 3455, 56, 2951.53),
(428, 7040, 206, 4608.58),
(4062, 1441, 138, 3824.86),
(2488, 3136, 111, 3913.84),
(572, 2261, 151, 2831.83),
(4809, 2045, 129, 4704.11),
(7201, 7343, 99, 3346.42),
(2941, 8222, 170, 3854.97),
(4828, 8672, 58, 3692.60),
(1248, 7956, 66, 1844.05),
(4981, 9333, 224, 2901.00),
(4002, 6848, 36, 1126.08),
(4549, 4065, 124, 4447.43),
(2662, 121, 127, 1364.37),
(9344, 4995, 51, 2669.94),
(626, 6746, 132, 4061.74),
(7838, 9057, 24, 3614.09),
(68, 8066, 28, 3854.55),
(708, 8328, 23, 1311.20),
(365, 4083, 155, 2197.46),
(88, 9653, 206, 3960.99),
(9121, 4160, 197, 2718.62),
(7321, 8332, 90, 2862.01),
(9368, 9409, 106, 1721.46),
(2707, 300, 103, 3994.49),
(2417, 7552, 133, 1635.52),
(4098, 6890, 34, 1755.71),
(4101, 1034, 28, 4050.20),
(4942, 4141, 40, 1110.98),
(964, 4088, 200, 4754.50),
(5098, 4103, 208, 2204.61),
(2476, 6203, 154, 1495.55),
(1410, 4114, 82, 2989.99),
(9997, 6656, 199, 4120.25),
(4043, 7575, 95, 2475.24),
(5070, 2289, 102, 2380.38),
(3422, 6643, 150, 2747.78),
(5741, 3412, 179, 2934.19),
(9888, 4940, 175, 3548.19),
(9783, 2936, 226, 1339.58),
(867, 9665, 200, 3928.62),
(7114, 6781, 33, 3027.80),
(7651, 798, 8, 4646.94),
(5858, 2725, 4, 2613.68),
(9448, 4862, 15, 1601.92),
(6560, 1367, 107, 3363.53),
(6792, 9526, 159, 2604.48),
(5358, 2192, 136, 2817.96),
(8079, 4423, 207, 2964.51),
(722, 9026, 160, 2166.73),
(5107, 6805, 100, 3077.25),
(6600, 6328, 50, 4291.34),
(142, 3118, 11, 4555.55),
(3017, 9454, 91, 4394.82),
(9120, 3509, 226, 1786.61),
(9139, 5282, 99, 3366.05),
(5108, 6597, 57, 2393.23),
(2218, 4552, 19, 4294.43),
(3895, 6930, 168, 2059.72),
(5037, 7547, 210, 3937.90),
(2185, 8841, 101, 3144.18),
(1031, 8621, 107, 1016.15),
(7093, 7026, 96, 3352.94),
(8980, 8958, 212, 3738.24),
(5163, 5353, 128, 2230.65),
(7451, 5640, 66, 2378.13),
(7206, 1937, 40, 2505.67),
(6068, 5985, 186, 1007.96),
(9444, 6293, 169, 4876.27),
(792, 891, 103, 1567.87),
(7918, 614, 135, 2300.43),
(4815, 6969, 134, 2322.48),
(1671, 7987, 139, 4816.10),
(5640, 3058, 57, 2719.61),
(2719, 9414, 63, 4441.00),
(7589, 2127, 66, 3477.94),
(1573, 6389, 177, 4627.85),
(4487, 1624, 171, 1099.09),
(614, 2631, 4, 2469.20),
(730, 2907, 208, 4496.23),
(7956, 9231, 57, 1578.20),
(8906, 4103, 127, 1986.79),
(4270, 5732, 185, 3596.60),
(3647, 3944, 194, 2086.09),
(3190, 812, 3, 2025.46),
(1313, 3055, 56, 2617.05),
(5678, 6209, 146, 3393.23),
(6616, 8247, 147, 2027.35),
(3292, 2651, 143, 4384.73),
(9672, 1798, 6, 1208.77),
(4748, 6999, 115, 1362.31),
(9887, 9614, 176, 3559.29),
(9636, 3537, 83, 1763.17),
(7320, 2670, 188, 4957.77),
(6873, 2730, 96, 4774.60),
(8514, 7221, 30, 4918.78),
(8189, 1558, 12, 3395.33),
(7988, 624, 26, 4996.08),
(8094, 5581, 98, 1263.18),
(9912, 8071, 99, 4699.33),
(272, 6307, 74, 4619.33),
(2291, 2937, 5, 3536.69),
(3159, 8854, 28, 4830.91),
(4141, 6358, 179, 4491.82),
(8215, 532, 41, 3741.30),
(9682, 830, 190, 4309.39),
(5248, 9535, 134, 3795.66),
(5309, 2901, 223, 4505.40),
(8624, 6552, 110, 3397.80),
(2516, 7833, 84, 1110.45),
(2848, 3616, 226, 2630.41),
(5601, 7238, 211, 3242.65),
(8201, 4873, 163, 2334.74),
(4896, 1073, 106, 3234.48),
(9667, 4690, 68, 2985.17),
(5180, 6771, 94, 3896.51),
(6274, 4878, 192, 2231.16),
(3557, 2741, 111, 4200.80),
(5849, 8766, 151, 4037.24),
(2161, 6514, 68, 3874.25),
(8140, 3337, 97, 4498.95),
(8067, 9023, 111, 4360.88),
(1725, 3463, 17, 1767.32),
(8188, 315, 214, 3327.11),
(9671, 2191, 66, 4653.04),
(8396, 154, 37, 4317.00),
(8747, 7956, 159, 4185.11),
(2202, 1254, 79, 2159.47),
(7227, 2603, 216, 1099.59),
(3473, 8939, 71, 3753.50),
(5953, 5284, 63, 3033.63),
(3868, 9053, 216, 3519.19),
(5477, 6831, 116, 1834.23),
(7785, 5460, 88, 1158.64),
(8972, 8125, 192, 4784.71),
(6187, 4970, 226, 1422.09),
(3801, 6940, 190, 3707.12),
(1056, 8553, 90, 3084.34),
(2718, 446, 14, 2837.06),
(1095, 943, 55, 4795.87),
(237, 7929, 90, 3077.43),
(5079, 3821, 20, 2794.07),
(182, 5026, 93, 4627.37),
(9326, 8463, 137, 4617.67),
(5083, 7752, 13, 1251.76),
(7630, 8460, 157, 2827.12),
(7248, 4747, 171, 3566.23),
(2124, 764, 73, 4415.33),
(3960, 3946, 205, 2369.21),
(500, 2571, 42, 4645.72),
(1225, 1915, 94, 2622.54),
(8607, 5935, 210, 1615.39),
(5883, 3041, 200, 4191.31),
(5637, 6461, 210, 1041.13),
(4062, 806, 91, 2726.36),
(3719, 7796, 167, 4716.50),
(5356, 6083, 92, 1945.45),
(622, 3771, 88, 1749.78),
(9085, 5223, 215, 4394.05),
(5962, 4325, 75, 3572.85),
(4619, 157, 213, 1151.73),
(7431, 964, 184, 1932.76),
(6856, 2056, 42, 1270.89),
(4313, 6657, 94, 4848.65),
(2039, 710, 227, 2948.30),
(631, 4693, 15, 4685.95),
(2502, 6465, 118, 3776.95),
(8672, 2889, 120, 3944.33),
(5954, 6355, 97, 3368.24),
(5220, 4894, 121, 3634.08),
(3439, 9396, 180, 1835.55),
(3146, 7511, 39, 3840.47),
(1729, 2527, 14, 3593.55),
(7525, 1616, 5, 3143.69),
(7491, 824, 205, 3723.30),
(8348, 3743, 222, 3681.75),
(1833, 987, 217, 1026.45),
(1876, 9940, 137, 4266.63),
(631, 1976, 171, 4148.11),
(8657, 2088, 207, 4839.14),
(8520, 4447, 31, 3829.23),
(7389, 401, 121, 4314.54),
(6248, 1552, 1, 3462.77),
(5593, 2351, 82, 1392.55),
(7083, 2613, 180, 4208.64),
(1492, 9183, 129, 4902.31),
(4436, 9714, 224, 3500.44),
(1360, 9653, 163, 1758.81),
(3658, 5148, 213, 3992.99),
(3841, 6046, 109, 1814.39),
(1089, 3495, 34, 4880.15),
(6902, 4436, 17, 4200.90),
(530, 9389, 100, 3306.95),
(70, 2404, 126, 1735.38),
(2538, 1476, 118, 4238.02),
(3543, 255, 191, 1339.28),
(7331, 2495, 12, 3044.37),
(846, 9556, 142, 2297.20),
(4156, 7771, 209, 3095.38),
(8314, 9366, 218, 2673.88),
(5204, 7023, 85, 3365.33),
(7510, 860, 42, 4658.16),
(6132, 5772, 178, 3498.40),
(7218, 4137, 76, 1718.68),
(8926, 1370, 48, 1653.34),
(913, 5470, 214, 1109.90),
(3623, 6848, 229, 4154.33),
(1541, 6597, 205, 2891.21),
(3642, 2201, 117, 2352.32),
(8380, 9393, 181, 3813.77),
(8093, 248, 95, 1890.52),
(3558, 6358, 49, 1322.73),
(4301, 5312, 232, 1881.19),
(107, 2514, 41, 2715.92),
(1595, 9688, 16, 2839.82),
(9447, 2892, 89, 1963.66),
(4864, 4191, 144, 1237.23),
(4217, 8839, 10, 2788.82),
(1372, 4145, 12, 3387.29),
(2298, 8565, 53, 4592.19),
(6473, 4713, 57, 3081.38),
(185, 1422, 86, 1551.06),
(2819, 4078, 209, 2745.94),
(8648, 1386, 212, 3643.10),
(1866, 9501, 128, 1151.50),
(873, 5776, 110, 3595.25),
(8782, 7658, 52, 3401.62),
(9480, 1273, 68, 1547.12),
(9838, 3860, 173, 1373.54),
(9636, 563, 152, 3264.66),
(2821, 2762, 231, 1324.44),
(1884, 1313, 121, 3346.55),
(7165, 5011, 17, 3889.83),
(9479, 7533, 194, 1170.09),
(8040, 8164, 143, 1310.93),
(9113, 2668, 44, 1607.09),
(7214, 3989, 171, 1316.42),
(7770, 8776, 13, 1745.79),
(3266, 7261, 50, 4906.37),
(2619, 6573, 108, 4954.59),
(8885, 4395, 91, 4110.67),
(6805, 4865, 228, 3632.00),
(3751, 3796, 43, 1354.67),
(384, 6137, 75, 2473.03),
(4465, 4333, 40, 2785.09),
(1726, 6619, 179, 3130.56),
(2104, 9812, 70, 1025.82),
(3450, 3863, 197, 1283.96),
(8906, 2268, 91, 4662.60),
(7774, 1023, 105, 1539.81),
(2538, 2645, 51, 3474.06),
(9979, 6715, 43, 1610.84),
(2349, 8028, 151, 4291.67),
(6177, 320, 218, 1785.66),
(1217, 5292, 75, 4099.02),
(7714, 4684, 95, 4796.30),
(7347, 8660, 158, 2773.49),
(8815, 4004, 169, 4230.28),
(2350, 7951, 164, 3067.26),
(2148, 8578, 76, 4290.71),
(9906, 3952, 19, 1567.23),
(2520, 2638, 183, 2458.15),
(4321, 7759, 79, 1618.28),
(561, 7445, 117, 2300.91),
(4677, 9016, 101, 2015.21),
(254, 6734, 182, 4641.18),
(5764, 4527, 82, 3853.48),
(5674, 982, 162, 1141.71),
(4767, 9843, 153, 4210.78),
(5489, 725, 70, 4931.98),
(4412, 8852, 56, 1471.00),
(2277, 4024, 154, 4950.12),
(5621, 3281, 86, 3864.63),
(275, 1741, 227, 1761.93),
(4113, 1252, 82, 3471.22),
(9401, 5752, 202, 4523.09),
(293, 2358, 158, 1139.66),
(3426, 7049, 8, 2680.63),
(7072, 6753, 86, 2093.35),
(9705, 3235, 31, 3795.75),
(202, 9924, 109, 4353.63),
(9419, 9525, 87, 4062.67),
(3837, 2593, 42, 1314.79),
(3405, 6192, 226, 1272.93),
(8666, 222, 206, 1742.87),
(117, 9239, 125, 2760.10),
(3839, 40, 35, 3117.22),
(7307, 4334, 146, 3352.15),
(4769, 3449, 64, 3792.80),
(6490, 5676, 77, 4463.77),
(7251, 9215, 151, 2477.22),
(5472, 8207, 142, 3179.69),
(771, 9013, 159, 4607.14),
